,ID,Gender,Age,Education,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Income(k$),Expenditure
278,279,Female,42,6.0,Clerical or service worker,NSW,single,3.166666667,Q1,4.4,2.357142857,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,,
279,280,Male,38,8.0,unemployed,VIC,married,4.366666667,Q4,3.866666667,3.0,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,,
280,281,Male,40,7.0,manager or administrator,NSW,separated or divorced,2.233333333,Q1,2.466666667,1.925925926,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
281,282,Male,41,6.0,professional,NSW,married,3.966666667,Q3,4.533333333,2.92,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
282,283,Female,23,3.0,manager or administrator,VIC,single,4.066666667,Q3,3.866666667,2.653846154,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
283,284,Female,61,3.0,professional,VIC,living with a partner,3.166666667,Q1,3.266666667,3.8,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
284,285,Female,44,7.0,professional,QLD,married,1.9,Q1,4.066666667,3.533333333,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,
285,286,Female,34,3.0,home-duties,NSW,living with a partner,4.366666667,Q4,3.733333333,3.608695652,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,
286,287,Female,28,7.0,manager or administrator,QLD,single,2.6,Q1,2.666666667,1.913043478,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,,
287,288,Male,55,8.0,manager or administrator,VIC,single,4.0,Q3,3.6,2.7,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
288,289,Female,37,2.0,home-duties,QLD,living with a partner,3.1,Q1,3.666666667,3.047619048,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,,
289,290,Female,58,2.0,,NSW,married,3.9,Q3,3.4,4.0,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,,
290,291,Male,22,3.0,professional,QLD,living with a partner,4.333333333,Q4,4.266666667,2.7,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
291,292,Male,43,3.0,professional,NSW,married,4.133333333,Q3,3.466666667,2.966666667,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,,
292,293,Male,20,3.0,manager or administrator,NSW,single,4.3,Q4,4.4,3.8125,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,,
293,294,Female,61,3.0,manager or administrator,NSW,single,3.266666667,Q1,4.333333333,2.76,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,,
294,295,Male,56,8.0,manager or administrator,NSW,separated or divorced,2.8,Q1,2.866666667,2.366666667,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,,
295,296,Female,29,4.0,home-duties,QLD,living with a partner,3.333333333,Q1,3.333333333,2.615384615,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
296,297,Male,58,8.0,professional,VIC,single,2.733333333,Q1,3.533333333,1.833333333,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
297,298,Male,28,7.0,sales,NSW,living with a partner,3.666666667,Q2,3.6,2.85,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
298,299,Male,25,8.0,manager or administrator,NSW,single,3.566666667,Q2,3.2,3.125,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,,
299,300,Male,59,2.0,unemployed,NSW,married,4.366666667,Q4,3.4,3.1,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,,
300,301,Male,33,8.0,manager or administrator,Tas,single,4.033333333,Q3,3.866666667,2.333333333,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
301,302,Male,51,3.0,professional,NSW,married,3.033333333,Q1,3.8,2.1,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,,
302,303,Female,26,1.0,sales,VIC,separated or divorced,4.4,Q4,3.333333333,4.071428571,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,,
303,304,Male,59,,,NSW,widowed,3.366666667,Q1,4.6,2.5,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,,
304,305,Female,25,3.0,manager or administrator,NT,single,2.7,Q1,3.6,1.8,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,,
305,306,Male,33,6.0,unemployed,VIC,single,3.966666667,Q3,4.0,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
306,307,Male,35,7.0,professional,QLD,single,3.7,Q2,3.8,3.266666667,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
307,308,Male,28,7.0,sales,WA,single,3.166666667,Q1,3.4,2.148148148,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,,
308,309,Female,21,7.0,Clerical or service worker,QLD,living with a partner,4.166666667,Q3,3.6,2.178571429,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,,
309,310,Female,57,8.0,manager or administrator,NSW,married,3.966666667,Q3,3.666666667,3.296296296,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,,
310,311,Male,35,3.0,manager or administrator,SA,married,2.9,Q1,3.0,2.266666667,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,,
311,312,Male,32,4.0,tradesperson,VIC,married,3.333333333,Q1,4.266666667,2.965517241,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
312,313,Female,61,1.0,,VIC,widowed,4.166666667,Q3,3.666666667,3.0,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
313,314,Female,19,3.0,Clerical or service worker,VIC,single,1.366666667,Q1,2.4,1.75,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,,
314,315,Female,43,1.0,Clerical or service worker,VIC,separated or divorced,3.266666667,Q1,3.533333333,3.0,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
315,316,Male,38,8.0,manager or administrator,NSW,married,3.7,Q2,3.8,2.47826087,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,,
316,317,Female,59,2.0,Clerical or service worker,NSW,married,3.7,Q2,3.933333333,3.266666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
317,318,Male,66,7.0,small business owner,NSW,separated or divorced,3.7,Q2,3.333333333,2.392857143,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
318,319,Female,55,6.0,manager or administrator,WA,married,3.7,Q2,3.0,3.208333333,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
319,320,Male,19,1.0,unemployed,WA,single,3.1,Q1,4.066666667,2.692307692,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,,
320,321,Male,60,7.0,retired,WA,married,3.266666667,Q1,3.8,3.166666667,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,yes,,
321,322,Female,26,6.0,home-duties,SA,married,3.933333333,Q3,3.8,3.363636364,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,,
322,323,Male,55,8.0,manager or administrator,VIC,living with a partner,4.433333333,Q4,4.133333333,2.7,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,,
323,324,Male,56,7.0,Clerical or service worker,VIC,married,4.3,Q4,3.266666667,2.5,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,,
324,325,Female,61,6.0,Clerical or service worker,VIC,married,3.433333333,Q2,3.133333333,2.931034483,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,,
325,326,Male,44,6.0,home-duties,QLD,married,3.3,Q1,3.333333333,2.633333333,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
326,327,Female,31,1.0,home-duties,QLD,married,3.366666667,Q1,3.333333333,2.034482759,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,,
327,328,Female,42,2.0,professional,VIC,single,3.633333333,Q2,4.066666667,3.875,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,,
328,329,Male,63,1.0,retired,NSW,married,3.466666667,Q2,4.466666667,3.033333333,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,,
329,330,Female,34,7.0,professional,WA,married,3.4,Q2,3.6,2.730769231,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
330,331,Female,31,3.0,small business owner,NSW,married,3.9,Q3,4.333333333,3.071428571,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,,
331,332,Male,46,3.0,small business owner,NSW,living with a partner,4.266666667,Q4,4.2,3.125,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
332,333,Female,21,3.0,unemployed,VIC,single,3.933333333,Q3,4.0,2.56,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
333,334,Female,30,3.0,unemployed,WA,living with a partner,4.033333333,Q3,3.933333333,3.238095238,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,,
334,335,Male,39,1.0,labourer,VIC,married,4.366666667,Q4,3.933333333,3.944444444,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,,
335,336,Female,19,2.0,sales,QLD,single,3.966666667,Q3,3.733333333,3.038461538,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
336,337,Female,23,7.0,Clerical or service worker,NSW,single,4.033333333,Q3,3.466666667,3.433333333,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,,
337,338,Male,46,8.0,professional,SA,married,3.066666667,Q1,4.733333333,3.636363636,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,,
338,339,Female,39,4.0,sales,WA,married,2.266666667,Q1,2.933333333,3.5,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,,
339,340,Male,39,4.0,manager or administrator,NSW,single,4.566666667,Q4,4.933333333,3.428571429,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,,
340,341,Female,19,,,VIC,single,3.4,Q2,3.133333333,2.375,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,,
341,342,Female,59,8.0,manager or administrator,SA,separated or divorced,3.1,Q1,3.6,1.7,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,,
342,343,Male,76,3.0,retired,VIC,married,3.6,Q2,4.133333333,1.9,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,,
343,344,Female,36,3.0,Clerical or service worker,QLD,married,4.433333333,Q4,3.533333333,2.366666667,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
344,345,Female,55,2.0,retired,SA,married,3.633333333,Q2,3.666666667,2.8125,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
345,346,Male,28,8.0,professional,VIC,married,4.833333333,Q4,4.2,3.206896552,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,,
346,347,Female,33,7.0,sales,VIC,single,4.4,Q4,4.466666667,3.571428571,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
347,348,Male,59,7.0,,QLD,married,3.733333333,Q2,3.2,2.346153846,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
348,349,Male,41,7.0,professional,QLD,married,3.566666667,Q2,2.933333333,2.666666667,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,,
349,350,Male,62,8.0,professional,QLD,married,3.2,Q1,3.2,2.310344828,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
350,351,Male,70,3.0,retired,VIC,widowed,3.7,Q2,3.533333333,3.777777778,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,,
351,352,Male,64,1.0,manager or administrator,QLD,living with a partner,4.766666667,Q4,4.933333333,2.033333333,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
352,353,Female,30,7.0,manager or administrator,WA,married,4.6,Q4,4.4,3.85,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,,
353,354,Male,48,2.0,professional,VIC,married,3.966666667,Q3,4.133333333,3.166666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,,
354,355,Male,65,1.0,retired,QLD,separated or divorced,4.066666667,Q3,3.6,3.304347826,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
355,356,Male,57,6.0,tradesperson,NSW,married,3.366666667,Q1,3.266666667,2.666666667,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
356,357,Male,58,8.0,professional,QLD,married,3.9,Q3,3.4,3.074074074,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
357,358,Female,36,7.0,unemployed,WA,married,3.9,Q3,3.533333333,3.333333333,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,,
358,359,Female,56,6.0,Clerical or service worker,NSW,single,3.666666667,Q2,3.4,2.75,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,,
359,360,Female,43,6.0,small business owner,NSW,married,2.933333333,Q1,2.866666667,2.3,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
360,361,Female,32,7.0,professional,NSW,single,3.566666667,Q2,4.0,2.272727273,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,,
361,362,Male,34,8.0,manager or administrator,QLD,married,3.4,Q2,3.0,2.071428571,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
362,363,Male,31,4.0,manager or administrator,QLD,married,4.066666667,Q3,4.333333333,3.230769231,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,,
363,364,Male,69,6.0,small business owner,NSW,married,4.266666667,Q4,3.733333333,3.4,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,,
364,365,Female,36,8.0,professional,VIC,single,3.6,Q2,2.733333333,2.428571429,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
365,366,Female,41,8.0,professional,VIC,separated or divorced,4.333333333,Q4,4.0,2.875,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,,
366,367,Female,48,7.0,sales,QLD,married,3.666666667,Q2,4.533333333,2.0,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,,
367,368,Male,36,3.0,sales,QLD,married,3.866666667,Q3,4.333333333,3.047619048,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
368,369,Male,59,1.0,manager or administrator,SA,living with a partner,4.2,Q3,3.133333333,3.533333333,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,,
369,370,Female,56,7.0,Clerical or service worker,NSW,married,4.133333333,Q3,3.133333333,3.181818182,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,,
370,371,Female,19,1.0,,NSW,living with a partner,3.7,Q2,4.533333333,2.958333333,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,,
371,372,Male,36,4.0,manager or administrator,NSW,married,4.233333333,Q4,3.0,2.933333333,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
372,373,Male,34,7.0,professional,QLD,married,3.966666667,Q3,3.266666667,2.80952381,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,,
373,374,Male,33,3.0,,WA,living with a partner,4.166666667,Q3,3.733333333,2.583333333,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,,
374,375,Female,62,2.0,unemployed,SA,separated or divorced,4.433333333,Q4,3.733333333,2.966666667,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,,
375,376,Male,57,8.0,professional,NSW,separated or divorced,4.666666667,Q4,3.4,3.84,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
376,377,Male,40,7.0,manager or administrator,SA,separated or divorced,4.2,Q3,2.8,3.304347826,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
377,378,Male,67,1.0,retired,SA,living with a partner,3.1,Q1,3.066666667,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
378,379,Male,27,7.0,professional,NSW,living with a partner,4.1,Q3,3.666666667,2.827586207,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,,
379,380,Male,34,6.0,manager or administrator,NSW,married,2.6,Q1,3.733333333,2.473684211,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,,
380,381,Male,59,7.0,professional,VIC,married,3.4,Q2,3.133333333,2.6875,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
381,382,Male,33,8.0,professional,NSW,married,3.2,Q1,3.533333333,2.0,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
382,383,Female,43,7.0,professional,QLD,living with a partner,3.633333333,Q2,3.2,1.827586207,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
383,384,Female,55,8.0,manager or administrator,QLD,married,4.9,Q4,4.266666667,,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,,
384,385,Female,21,7.0,unemployed,QLD,single,3.666666667,Q2,3.333333333,2.703703704,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,,
385,386,Male,57,7.0,professional,QLD,living with a partner,4.0,Q3,3.4,3.214285714,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,,
386,387,Male,53,6.0,sales,NSW,married,4.433333333,Q4,3.466666667,3.95,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
387,388,Female,41,3.0,home-duties,WA,married,3.3,Q1,3.333333333,2.476190476,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
388,389,Male,42,4.0,professional,VIC,married,3.733333333,Q2,4.4,2.7,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,,
389,390,Male,63,6.0,professional,VIC,married,4.333333333,Q4,4.866666667,3.333333333,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,,
390,391,Male,23,7.0,,NSW,single,2.966666667,Q1,3.4,2.727272727,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
391,392,Male,48,2.0,manager or administrator,NSW,married,3.1,Q1,3.466666667,2.366666667,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,,
392,393,Female,30,2.0,Clerical or service worker,VIC,single,4.433333333,Q4,4.533333333,3.066666667,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,,
393,394,Female,29,8.0,professional,WA,single,3.766666667,Q2,3.6,2.333333333,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,,
394,395,Male,28,7.0,professional,QLD,living with a partner,3.7,Q2,3.2,2.961538462,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,,
395,396,Male,55,8.0,professional,NSW,married,3.733333333,Q2,4.2,1.777777778,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,,
396,397,Female,64,2.0,retired,QLD,married,3.833333333,Q3,3.4,3.6,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,,
397,398,Female,47,7.0,manager or administrator,SA,living with a partner,4.033333333,Q3,4.733333333,2.3,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,,
398,399,Female,33,4.0,unemployed,WA,married,4.033333333,Q3,3.866666667,4.285714286,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,,
399,400,Male,21,3.0,tradesperson,SA,living with a partner,3.6,Q2,3.8,2.233333333,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
400,401,Male,19,2.0,,QLD,living with a partner,3.266666667,Q1,4.266666667,2.222222222,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
401,402,Female,39,8.0,manager or administrator,ACT,single,3.8,Q2,3.4,2.1,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
402,403,Female,29,6.0,manager or administrator,NSW,living with a partner,2.6,Q1,4.2,3.357142857,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,,
403,404,Female,43,1.0,home-duties,NSW,single,4.666666667,Q4,3.133333333,2.633333333,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,,
404,405,Male,35,7.0,professional,VIC,married,2.766666667,Q1,2.4,1.6,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,,
405,406,Male,29,7.0,professional,NSW,single,3.166666667,Q1,2.933333333,2.24137931,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,,
406,407,Female,46,1.0,small business owner,QLD,married,3.433333333,Q2,4.133333333,3.461538462,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,,
407,408,Male,55,6.0,transport worker,VIC,married,2.933333333,Q1,3.266666667,3.0,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
408,409,Male,34,8.0,professional,QLD,married,3.033333333,Q1,3.266666667,2.7,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
409,410,Female,36,3.0,professional,VIC,married,3.3,Q1,3.333333333,2.482758621,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,,
410,411,Female,51,2.0,home-duties,QLD,married,4.266666667,Q4,4.666666667,3.25,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
411,412,Female,26,8.0,manager or administrator,QLD,married,3.633333333,Q2,2.933333333,2.7,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,,
412,413,Female,28,7.0,Clerical or service worker,NSW,married,2.933333333,Q1,4.066666667,2.333333333,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,,
413,414,Male,55,1.0,retired,QLD,living with a partner,4.633333333,Q4,4.733333333,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
414,415,Female,35,3.0,sales,SA,married,3.633333333,Q2,3.133333333,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
415,416,Male,47,8.0,small business owner,VIC,living with a partner,4.233333333,Q4,3.733333333,2.517241379,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,,
416,417,Female,42,1.0,Clerical or service worker,SA,separated or divorced,3.833333333,Q3,3.733333333,3.0,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,,
417,418,Female,61,7.0,retired,NSW,married,3.933333333,Q3,3.8,2.941176471,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
418,419,Male,70,2.0,manager or administrator,VIC,married,3.266666667,Q1,3.8,1.689655172,yes,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,,
419,420,Female,62,6.0,small business owner,VIC,married,3.9,Q3,4.066666667,1.965517241,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
420,421,Female,59,3.0,Clerical or service worker,QLD,married,4.366666667,Q4,3.933333333,3.666666667,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,,
421,422,Male,60,3.0,retired,NSW,single,4.1,Q3,3.466666667,2.866666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
422,423,Male,22,3.0,professional,NSW,single,2.8,Q1,2.733333333,2.066666667,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,,
423,424,Male,64,6.0,manager or administrator,VIC,married,4.7,Q4,3.8,3.464285714,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,,
424,425,Male,35,7.0,professional,Tas,single,2.866666667,Q1,3.0,2.166666667,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,,
