Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings
Female,60,7,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,4.533333333,Q4,4.2,4.714285714,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
Female,32,7,"$120,001 to $150,000",>120k,professional,ACT,single,4.266666667,Q4,3.733333333,3.045454545,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
Male,20,1,"$180,001 to $210,000",>120k,Clerical or service worker,QLD,single,4.5,Q4,4.133333333,3.6,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no
Male,22,6,"$60,001 to $90,000",60-90k,sales,NSW,single,2.9,Q1,3.666666667,2.863636364,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes
Male,56,7,"$90,001 to $120,000",90-120k,sales,VIC,married,4.1,Q3,2,3.692307692,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes
Male,62,6,"$90,001 to $120,000",90-120k,tradesperson,VIC,married,4,Q3,3.2,2.966666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,55,2,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,married,3.433333333,Q2,3.733333333,2.103448276,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes
Male,61,8,"$90,001 to $120,000",90-120k,professional,VIC,married,2.533333333,Q1,3.8,2.68,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,yes,yes
Male,56,7,"$180,001 to $210,000",>120k,manager or administrator,Tas,married,4.166666667,Q3,2.8,2.766666667,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes
Female,42,6,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,single,3.166666667,Q1,4.4,2.357142857,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes
Male,38,8,"Less than $30,000",<30k,unemployed,VIC,married,4.366666667,Q4,3.866666667,3,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no
Male,40,7,"$90,001 to $120,000",90-120k,manager or administrator,NSW,separated or divorced,2.233333333,Q1,2.466666667,1.925925926,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes
Male,41,6,"$30,001 to $60,000",30-60k,professional,NSW,married,3.966666667,Q3,4.533333333,2.92,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes
Female,23,3,"$120,001 to $150,000",>120k,manager or administrator,VIC,single,4.066666667,Q3,3.866666667,2.653846154,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Female,61,3,"$150,001 to $180,000",>120k,professional,VIC,living with a partner,3.166666667,Q1,3.266666667,3.8,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes
Female,44,7,"$90,001 to $120,000",90-120k,professional,QLD,married,1.9,Q1,4.066666667,3.533333333,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no
Female,34,3,"$30,001 to $60,000",30-60k,home-duties,NSW,living with a partner,4.366666667,Q4,3.733333333,3.608695652,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
Female,28,7,"$30,001 to $60,000",30-60k,manager or administrator,QLD,single,2.6,Q1,2.666666667,1.913043478,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
Male,55,8,"$60,001 to $90,000",60-90k,manager or administrator,VIC,single,4,Q3,3.6,2.7,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Female,37,2,"$30,001 to $60,000",30-60k,home-duties,QLD,living with a partner,3.1,Q1,3.666666667,3.047619048,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no
Female,58,2,"$60,001 to $90,000",60-90k,NA,NSW,married,3.9,Q3,3.4,4,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no
Male,22,3,"$60,001 to $90,000",60-90k,professional,QLD,living with a partner,4.333333333,Q4,4.266666667,2.7,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,43,3,"$30,001 to $60,000",30-60k,professional,NSW,married,4.133333333,Q3,3.466666667,2.966666667,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes
Male,20,3,"$120,001 to $150,000",>120k,manager or administrator,NSW,single,4.3,Q4,4.4,3.8125,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no
Female,61,3,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,3.266666667,Q1,4.333333333,2.76,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes
Male,56,8,"$30,001 to $60,000",30-60k,manager or administrator,NSW,separated or divorced,2.8,Q1,2.866666667,2.366666667,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes
Female,29,4,"$30,001 to $60,000",30-60k,home-duties,QLD,living with a partner,3.333333333,Q1,3.333333333,2.615384615,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Male,58,8,"$180,001 to $210,000",>120k,professional,VIC,single,2.733333333,Q1,3.533333333,1.833333333,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes
Male,28,7,"$60,001 to $90,000",60-90k,sales,NSW,living with a partner,3.666666667,Q2,3.6,2.85,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes
Male,25,8,"$120,001 to $150,000",>120k,manager or administrator,NSW,single,3.566666667,Q2,3.2,3.125,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes
Male,59,2,"Less than $30,000",<30k,unemployed,NSW,married,4.366666667,Q4,3.4,3.1,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes
Male,33,8,"$30,001 to $60,000",30-60k,manager or administrator,Tas,single,4.033333333,Q3,3.866666667,2.333333333,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Male,51,3,"$150,001 to $180,000",>120k,professional,NSW,married,3.033333333,Q1,3.8,2.1,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes
Female,26,1,"Less than $30,000",<30k,sales,VIC,separated or divorced,4.4,Q4,3.333333333,4.071428571,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes
Male,59,NA,NA,NA,NA,NSW,widowed,3.366666667,Q1,4.6,2.5,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no
Female,25,3,"$60,001 to $90,000",60-90k,manager or administrator,NT,single,2.7,Q1,3.6,1.8,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
Male,33,6,"$60,001 to $90,000",60-90k,unemployed,VIC,single,3.966666667,Q3,4,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,35,7,"$60,001 to $90,000",60-90k,professional,QLD,single,3.7,Q2,3.8,3.266666667,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Male,28,7,"$60,001 to $90,000",60-90k,sales,WA,single,3.166666667,Q1,3.4,2.148148148,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Female,21,7,"$60,001 to $90,000",60-90k,Clerical or service worker,QLD,living with a partner,4.166666667,Q3,3.6,2.178571429,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes
Female,57,8,"$210,001 to $240,000",>120k,manager or administrator,NSW,married,3.966666667,Q3,3.666666667,3.296296296,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes
Male,35,3,NA,NA,manager or administrator,SA,married,2.9,Q1,3,2.266666667,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes
Male,32,4,"$60,001 to $90,000",60-90k,tradesperson,VIC,married,3.333333333,Q1,4.266666667,2.965517241,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes
Female,61,1,"Less than $30,000",<30k,NA,VIC,widowed,4.166666667,Q3,3.666666667,3,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,19,3,"$90,001 to $120,000",90-120k,Clerical or service worker,VIC,single,1.366666667,Q1,2.4,1.75,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes
Female,43,1,"Less than $30,000",<30k,Clerical or service worker,VIC,separated or divorced,3.266666667,Q1,3.533333333,3,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,38,8,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,3.7,Q2,3.8,2.47826087,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,yes
Female,59,2,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,3.7,Q2,3.933333333,3.266666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes
Male,66,7,"$60,001 to $90,000",60-90k,small business owner,NSW,separated or divorced,3.7,Q2,3.333333333,2.392857143,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes
Female,55,6,"$60,001 to $90,000",60-90k,manager or administrator,WA,married,3.7,Q2,3,3.208333333,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Male,19,1,"$90,001 to $120,000",90-120k,unemployed,WA,single,3.1,Q1,4.066666667,2.692307692,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes
Male,60,7,"$30,001 to $60,000",30-60k,retired,WA,married,3.266666667,Q1,3.8,3.166666667,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,yes
Female,26,6,"$30,001 to $60,000",30-60k,home-duties,SA,married,3.933333333,Q3,3.8,3.363636364,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes
Male,55,8,"$90,001 to $120,000",90-120k,manager or administrator,VIC,living with a partner,4.433333333,Q4,4.133333333,2.7,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,yes
Male,56,7,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,4.3,Q4,3.266666667,2.5,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
Female,61,6,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,married,3.433333333,Q2,3.133333333,2.931034483,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
Male,44,6,"more than $240,001",>120k,home-duties,QLD,married,3.3,Q1,3.333333333,2.633333333,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,31,1,"$30,001 to $60,000",30-60k,home-duties,QLD,married,3.366666667,Q1,3.333333333,2.034482759,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no
Female,42,2,NA,NA,professional,VIC,single,3.633333333,Q2,4.066666667,3.875,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes
Male,63,1,"$30,001 to $60,000",30-60k,retired,NSW,married,3.466666667,Q2,4.466666667,3.033333333,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes
Female,34,7,"$90,001 to $120,000",90-120k,professional,WA,married,3.4,Q2,3.6,2.730769231,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,31,3,"$60,001 to $90,000",60-90k,small business owner,NSW,married,3.9,Q3,4.333333333,3.071428571,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
Male,46,3,"$30,001 to $60,000",30-60k,small business owner,NSW,living with a partner,4.266666667,Q4,4.2,3.125,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Female,21,3,"$60,001 to $90,000",60-90k,unemployed,VIC,single,3.933333333,Q3,4,2.56,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,30,3,"Less than $30,000",<30k,unemployed,WA,living with a partner,4.033333333,Q3,3.933333333,3.238095238,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes
Male,39,1,"$30,001 to $60,000",30-60k,labourer,VIC,married,4.366666667,Q4,3.933333333,3.944444444,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes
Female,19,2,"$30,001 to $60,000",30-60k,sales,QLD,single,3.966666667,Q3,3.733333333,3.038461538,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,23,7,NA,NA,Clerical or service worker,NSW,single,4.033333333,Q3,3.466666667,3.433333333,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes
Male,46,8,"$90,001 to $120,000",90-120k,professional,SA,married,3.066666667,Q1,4.733333333,3.636363636,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
Female,39,4,"$120,001 to $150,000",>120k,sales,WA,married,2.266666667,Q1,2.933333333,3.5,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes
Male,39,4,"$150,001 to $180,000",>120k,manager or administrator,NSW,single,4.566666667,Q4,4.933333333,3.428571429,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no
Female,19,NA,NA,NA,NA,VIC,single,3.4,Q2,3.133333333,2.375,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
Female,59,8,"$30,001 to $60,000",30-60k,manager or administrator,SA,separated or divorced,3.1,Q1,3.6,1.7,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes
Male,76,3,"$60,001 to $90,000",60-90k,retired,VIC,married,3.6,Q2,4.133333333,1.9,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes
Female,36,3,"$120,001 to $150,000",>120k,Clerical or service worker,QLD,married,4.433333333,Q4,3.533333333,2.366666667,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,55,2,"$30,001 to $60,000",30-60k,retired,SA,married,3.633333333,Q2,3.666666667,2.8125,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes
Male,28,8,"$60,001 to $90,000",60-90k,professional,VIC,married,4.833333333,Q4,4.2,3.206896552,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes
Female,33,7,NA,NA,sales,VIC,single,4.4,Q4,4.466666667,3.571428571,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,59,7,"$120,001 to $150,000",>120k,NA,QLD,married,3.733333333,Q2,3.2,2.346153846,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Male,41,7,"$150,001 to $180,000",>120k,professional,QLD,married,3.566666667,Q2,2.933333333,2.666666667,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes
Male,62,8,"$90,001 to $120,000",90-120k,professional,QLD,married,3.2,Q1,3.2,2.310344828,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Male,70,3,"$30,001 to $60,000",30-60k,retired,VIC,widowed,3.7,Q2,3.533333333,3.777777778,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no
Male,64,1,"$30,001 to $60,000",30-60k,manager or administrator,QLD,living with a partner,4.766666667,Q4,4.933333333,2.033333333,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
Female,30,7,"$120,001 to $150,000",>120k,manager or administrator,WA,married,4.6,Q4,4.4,3.85,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes
Male,48,2,"$60,001 to $90,000",60-90k,professional,VIC,married,3.966666667,Q3,4.133333333,3.166666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes
Male,65,1,NA,NA,retired,QLD,separated or divorced,4.066666667,Q3,3.6,3.304347826,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,57,6,"$60,001 to $90,000",60-90k,tradesperson,NSW,married,3.366666667,Q1,3.266666667,2.666666667,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Male,58,8,"$60,001 to $90,000",60-90k,professional,QLD,married,3.9,Q3,3.4,3.074074074,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Female,36,7,"$90,001 to $120,000",90-120k,unemployed,WA,married,3.9,Q3,3.533333333,3.333333333,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes
Female,56,6,"Less than $30,000",<30k,Clerical or service worker,NSW,single,3.666666667,Q2,3.4,2.75,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes
Female,43,6,"$120,001 to $150,000",>120k,small business owner,NSW,married,2.933333333,Q1,2.866666667,2.3,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,32,7,NA,NA,professional,NSW,single,3.566666667,Q2,4,2.272727273,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes
Male,34,8,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,3.4,Q2,3,2.071428571,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,31,4,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,4.066666667,Q3,4.333333333,3.230769231,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes
Male,69,6,"$60,001 to $90,000",60-90k,small business owner,NSW,married,4.266666667,Q4,3.733333333,3.4,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes
Female,36,8,"$60,001 to $90,000",60-90k,professional,VIC,single,3.6,Q2,2.733333333,2.428571429,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Female,41,8,"$30,001 to $60,000",30-60k,professional,VIC,separated or divorced,4.333333333,Q4,4,2.875,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes
Female,48,7,"$30,001 to $60,000",30-60k,sales,QLD,married,3.666666667,Q2,4.533333333,2,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes
Male,36,3,"$60,001 to $90,000",60-90k,sales,QLD,married,3.866666667,Q3,4.333333333,3.047619048,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
Male,59,1,"$30,001 to $60,000",30-60k,manager or administrator,SA,living with a partner,4.2,Q3,3.133333333,3.533333333,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no
Female,56,7,"$180,001 to $210,000",>120k,Clerical or service worker,NSW,married,4.133333333,Q3,3.133333333,3.181818182,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes
Female,19,1,"$30,001 to $60,000",30-60k,NA,NSW,living with a partner,3.7,Q2,4.533333333,2.958333333,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no
Male,36,4,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,4.233333333,Q4,3,2.933333333,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,34,7,"$120,001 to $150,000",>120k,professional,QLD,married,3.966666667,Q3,3.266666667,2.80952381,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes
Male,33,3,NA,NA,NA,WA,living with a partner,4.166666667,Q3,3.733333333,2.583333333,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
Female,62,2,"Less than $30,000",<30k,unemployed,SA,separated or divorced,4.433333333,Q4,3.733333333,2.966666667,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,no
Male,57,8,"$90,001 to $120,000",90-120k,professional,NSW,separated or divorced,4.666666667,Q4,3.4,3.84,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Male,40,7,NA,NA,manager or administrator,SA,separated or divorced,4.2,Q3,2.8,3.304347826,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Male,67,1,"Less than $30,000",<30k,retired,SA,living with a partner,3.1,Q1,3.066666667,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,27,7,"$90,001 to $120,000",90-120k,professional,NSW,living with a partner,4.1,Q3,3.666666667,2.827586207,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes
Male,34,6,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,2.6,Q1,3.733333333,2.473684211,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no
Male,59,7,"$60,001 to $90,000",60-90k,professional,VIC,married,3.4,Q2,3.133333333,2.6875,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,33,8,"$90,001 to $120,000",90-120k,professional,NSW,married,3.2,Q1,3.533333333,2,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes
Female,43,7,"$30,001 to $60,000",30-60k,professional,QLD,living with a partner,3.633333333,Q2,3.2,1.827586207,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,55,8,"$90,001 to $120,000",90-120k,manager or administrator,QLD,married,4.9,Q4,4.266666667,NA,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes
Female,21,7,"$30,001 to $60,000",30-60k,unemployed,QLD,single,3.666666667,Q2,3.333333333,2.703703704,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no
Male,57,7,"$90,001 to $120,000",90-120k,professional,QLD,living with a partner,4,Q3,3.4,3.214285714,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no
Male,53,6,"$60,001 to $90,000",60-90k,sales,NSW,married,4.433333333,Q4,3.466666667,3.95,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Female,41,3,"$60,001 to $90,000",60-90k,home-duties,WA,married,3.3,Q1,3.333333333,2.476190476,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,42,4,"$90,001 to $120,000",90-120k,professional,VIC,married,3.733333333,Q2,4.4,2.7,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes
Male,63,6,"$30,001 to $60,000",30-60k,professional,VIC,married,4.333333333,Q4,4.866666667,3.333333333,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes
Male,23,7,"Less than $30,000",<30k,NA,NSW,single,2.966666667,Q1,3.4,2.727272727,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes
Male,48,2,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,3.1,Q1,3.466666667,2.366666667,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes
Female,30,2,"$120,001 to $150,000",>120k,Clerical or service worker,VIC,single,4.433333333,Q4,4.533333333,3.066666667,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no
Female,29,8,"$30,001 to $60,000",30-60k,professional,WA,single,3.766666667,Q2,3.6,2.333333333,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
Male,28,7,"$90,001 to $120,000",90-120k,professional,QLD,living with a partner,3.7,Q2,3.2,2.961538462,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes
Male,55,8,"$210,001 to $240,000",>120k,professional,NSW,married,3.733333333,Q2,4.2,1.777777778,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Female,64,2,"Less than $30,000",<30k,retired,QLD,married,3.833333333,Q3,3.4,3.6,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no
Female,47,7,"$60,001 to $90,000",60-90k,manager or administrator,SA,living with a partner,4.033333333,Q3,4.733333333,2.3,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes
Female,33,4,"Less than $30,000",<30k,unemployed,WA,married,4.033333333,Q3,3.866666667,4.285714286,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no
Male,21,3,"$60,001 to $90,000",60-90k,tradesperson,SA,living with a partner,3.6,Q2,3.8,2.233333333,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Male,19,2,"Less than $30,000",<30k,NA,QLD,living with a partner,3.266666667,Q1,4.266666667,2.222222222,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes
Female,39,8,"$150,001 to $180,000",>120k,manager or administrator,ACT,single,3.8,Q2,3.4,2.1,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes
Female,29,6,"$150,001 to $180,000",>120k,manager or administrator,NSW,living with a partner,2.6,Q1,4.2,3.357142857,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes
Female,43,1,"Less than $30,000",<30k,home-duties,NSW,single,4.666666667,Q4,3.133333333,2.633333333,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no
Male,35,7,"$180,001 to $210,000",>120k,professional,VIC,married,2.766666667,Q1,2.4,1.6,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes
